气滞血阻证,z218
痰浊凝聚证,z219
燥邪犯肺证,z220
肺气虚证,z221
风湿热郁证,z222
心阴亏虚证,z223
脾虚痰阻证,z224
阴虚夹实证,z225
痰湿阻滞精室证,z226
气虚痰阻证,z227
湿热瘀阻证,z228
燥邪伤阴证,z229
肾气虚证,z230
痰热证,z231
风寒痹阻证,z232
热毒证,z233
湿热蕴结肌肤证,z234
肝肾两亏证,z235
脾阳不足证,z236
气虚不摄证,z237
脾虚痰浊证,z238
风痰上扰证,z239
心肝气血亏虚证,z240
风邪外袭证,z241
"心脾两虚,虚风动越证",z242
脾虚证,z243
伤食证,z244
湿热阻痹证,z245
阴虚津亏证,z246
血瘀痰凝证,z247
气化不及证,z248
中气亏虚证,z249
"风痰瘀血,痹阻脉络证",z250
瘀阻下焦证,z251
"正虚邪恋,肺脾气虚证",z252
脾胃阴虚证,z253
脾虚湿泛证,z254
血瘀气滞证,z255
肾元不足证,z256
"脾虚失运,中气不足证",z257
痰热蕴肺证,z258
阳气虚衰证,z259
胃气亏虚证,z260
肺阴亏虚证,z261
湿热壅滞证,z262
心神不宁证,z263
心气虚证,z264
湿热蕴脾证,z265
瘀血阻滞证,z266
风湿热证,z267
胃火证,z268
肺胃阴伤证,z269
湿阻脾胃证,z270
痰湿内阻证,z271
气滞痰郁证,z272
中气不足证,z273
痰浊上蒙证,z274
阴液不足证,z275
肝脾气滞证,z276
瘀血阻络证,z277
肾虚不固证,z278
余热未清证,z279
风湿毒聚证,z280
脾虚气弱证,z281
心肝火旺证,z282
肝风证,z283
心肝血虚证,z284
肺胃热盛证,z285
热毒内蕴证,z286
"湿浊上泛,脾虚湿困证",z287
风寒束肺证,z288
髓海不足证,z289
胃气上逆证,z290
阴虚痰湿证,z291
痰火上扰证,z292
湿热血瘀证,z293
气滞痰阻证,z294
风寒外袭证,z295
营卫不和证,z296
肾虚内热证,z297
气分证,z298
"余邪留恋,气阴两伤证",z299
气血瘀阻证,z300
邪热内扰证,z301
阳虚证,z302
风热郁滞肌肤证,z303
气不摄血证,z304
阴虚肺燥证,z305
胃火炽盛证,z306
肺胃风热证,z307
热扰心神证,z308
痰血瘀滞证,z309
肺胃积热证,z310
"肝肾亏虚,阴血不足证",z311
"肝肾阴虚,风阳上扰证",z312
胃气虚血瘀证,z313
气血失调证,z314
风邪证,z315
湿热壅阻证,z316
心阳不足证,z317
食滞胃肠证,z318
肾虚精亏证,z319
心胆气虚证,z320
痰湿瘀滞证,z321
气滞热壅证,z322
邪犯肝脾证,z323
痰瘀滞络证,z324
肾虚肝亢证,z325
风寒湿痹证,z326
食积证,z327
肝郁肾虚证,z328
阴虚阳亢证,z329
痰瘀阻膈证,z330
"肝郁气滞,气火上逆证",z331
风燥证,z332
痰浊瘀阻证,z333
风热血热证,z334
心血瘀滞证,z335
热结肠燥证,z336
邪热留恋证,z337
肾气不固证,z338
上热下寒证,z339
阴虚肝旺证,z340
肾精不足证,z341
"肺脾两虚,邪滞鼻窍证",z342
"火毒炽盛,气血凝结证",z343
脾肾不固证,z344
气滞痰瘀证,z345
胃肠湿热证,z346
"肝郁气滞,痰浊阻络证",z347
血虚肠燥证,z348
肺热瘀滞证,z349
湿毒蕴结证,z350
腑实热结证,z351
湿热壅结证,z352
胃阴亏虚证,z353
瘀血内停证,z354
血瘀痰滞证,z355
心肾亏虚证,z356
脾肾虚衰证,z357
热毒蕴肤证,z358
脾虚不固证,z359
邪毒内扰证,z360
气虚血溢证,z361
心气虚血瘀证,z362
水饮内停证,z363
湿毒侵淫证,z364
心肺气虚证,z365
痰气交阻证,z366
寒凝血瘀证,z367
脾虚中衰证,z368
瘀血内阻证,z369
热与血结证,z370
肾阴阳两虚证,z371
痰热气滞证,z372
"气血不足,收摄失司证",z373
肝脾湿热证,z374
清阳不升证,z375
心肾气阴两虚证,z376
肝肾两虚证,z377
瘀阻中焦证,z378
风湿热盛证,z379
阴虚血热证,z380
脾虚不摄证,z381
湿邪困脾证,z382
上焦湿热证,z383
经脉瘀阻证,z384
痰热内扰证,z385
肝经湿热证,z386
痰浊证,z387
胃气阴两虚证,z388
正虚毒恋证,z389
风邪袭络证,z390
血虚证,z391
心火上炎证,z392
阴虚肠燥证,z393
暑热内郁证,z394
风寒束表证,z395
痰蒙神窍证,z396
瘀血停滞证,z397
水湿浸渍证,z398
风邪犯表证,z399
肾阴虚火旺证,z400
风寒证,z401
温燥袭肺证,z402
血虚风扰证,z403
寒凝气滞证,z404
劳伤筋脉证,z405
心脾气虚证,z406
肝木犯胃证,z407
阴虚余热证,z408
热盛气滞证,z409
痰浊阻滞证,z410
阴虚证,z411
寒湿阻络证,z412
胃气失和证,z413
痰热上壅证,z414
脾虚湿滞证,z415
肝胆郁热证,z416
肾阳虚衰证,z417
湿热并重证,z418
风寒袭肺证,z419
气滞湿困证,z420
风热上犯证,z421
三焦壅塞证,z422
痰浊闭阻证,z423
肺肝风热证,z424
风热外袭证,z425
火毒炽盛证,z426
湿阻证,z427
心脉瘀阻证,z428
痰气凝结证,z429
湿困脾胃证,z430
血虚阴亏证,z431
肺胃阴虚证,z432
风热阻络证,z433
心阳气虚证,z434
肺热津伤证,z435
津液亏虚证,z436
伤乳证,z437
肝火旺盛证,z438
肺肾阴虚证,z439
脾虚血亏证,z440
气结证,z441
"气阴亏虚,痰瘀互结",z442
湿热内侵证,z443
"肝肾阴虚,肝阳上亢兼血瘀证",z444
心脾血虚证,z445
燥气化火证,z446
瘀阻胞宫证,z447
肺燥证,z448
气阴两虚兼冲任失调证,z449
邪毒热证,z450
"阳明热结,阴液亏损证",z451
湿热蕴伏证,z452
肝经热盛证,z453
寒痛证,z454
肝脾亏虚证,z455
肝胆瘀滞证,z456
痰气郁结证,z457
肝郁湿热证,z458
湿热蕴毒证,z459
"气血亏虚,邪毒久困证",z460
肝阴虚血瘀证,z461
风痰入络证,z462
痰蒙清窍证,z463
气滞瘀阻证,z464
寒热错杂证,z465
下焦虚冷证,z466
心脾积热证,z467
肺热炽盛证,z468
湿邪阻络证,z469
肠道实热证,z470
肝胃气滞血瘀证,z471
水气凌心证,z472
湿痰蕴结证,z473
气虚瘀滞证,z474
元气衰败证,z475
风热血燥证,z476
"气阴亏虚,湿热内蕴证",z477
心气阴两虚证,z478
"气血亏虚,毒滞难化证",z479
血分证,z480
热毒蕴结证,z481
气郁痰凝证,z482
痰饮内盛证,z483
肾虚水停证,z484
气虚毒滞证,z485
元气不足证,z486
心火偏亢证,z487
风热壅盛证,z488
津伤化燥证,z489
热毒蕴肠证,z490
正虚毒结证,z491
脾胃气滞证,z492
肺热亢盛证,z493
风热犯肺证,z494
血热壅滞证,z495
脾不统血证,z496
卫气同病证,z497
肝脾气阴两虚证,z498
肝胃热盛证,z499
湿浊壅滞证,z500
心阳不振证,z501
气血痹阻证,z502
肝胆湿热气滞证,z503
痰结毒滞证,z504
温燥证,z505
肺虚肺燥证,z506
精气亏虚证,z507
心阴虚证,z508
血热内盛证,z509
肝郁阴虚证,z510
血虚失养证,z511
津液亏损证,z512
寒湿阻滞证,z513
"脾肾亏虚,浊阴上逆证",z514
邪毒内陷证,z515
邪热炽盛证,z516
风热挟湿证,z517
肝胃阴虚证,z518
湿毒证,z519
"湿热下注,膀胱滞涩证",z520
阴虚血燥证,z521
卫气亏虚证,z522
肾气亏虚─阳虚证,z523
外伤瘀滞证,z524
瘀热互结证,z525
肺卫不固证,z526
肝郁痰火证,z527
热毒壅结证,z528
心肾气虚证,z529
脾气虚水湿证,z530
寒湿凝滞证,z531
"余邪未尽,痰瘀滞络证",z532
外伤血瘀证,z533
"邪热未清,阴液亏损证",z534
痰毒壅喉证,z535
"余毒未清,卫气虚弱证",z536
"气虚血滞,络脉痰阻证",z537
阴虚痰热证,z538
肝肾虚火证,z539
气虚不运证,z540
气虚血凝证,z541
肝火犯肺证,z542
气营两燔证,z543
湿邪热毒证,z544
肝热上扰证,z545
肺阴亏耗证,z546
肝滞脾虚证,z547
阴虚湿阻证,z548
脾虚痰盛证,z549
风中经络证,z550
湿热蕴蒸证,z551
血瘀成积证,z552
心阴不足证,z553
膀胱蓄水证,z554
风热上扰证,z555
肝郁血虚证,z556
风热痰毒证,z557
肠燥津亏证,z558
气郁化火证,z559
"脾虚湿盛,风痰阻络证",z560
燥邪伤肺证,z561
"正虚邪恋,痰蒙清窍证",z562
气郁伤肺证,z563
阴虚痰浊证,z564
肾虚不固-阳虚证,z565
阳虚血瘀证,z566
血虚挟瘀证,z567
痰湿侵肺证,z568
胃热脾虚证,z569
风热犯齿证,z570
胃热津伤证,z571
"肝血不足,风中脉络证",z572
气血瘀积证,z573
痰浊内蕴证,z574
肺肾阳虚证,z575
瘀浊阻塞证,z576
风热袭表证,z577
冲任瘀阻证,z578
阴血不足证,z579
脾胃气阴两虚证,z580
寒湿困脾证,z581
阴虚热盛证,z582
寒凝胞中证,z583
肺卫气虚不固证,z584
肝热气滞证,z585
大肠湿热证,z586
血虚风动证,z587
"肝血不足,外感风邪证",z588
肺阴虚证,z589
脾肾气虚不固证,z590
胞宫虚寒证,z591
"脾虚湿困,上犯耳窍证",z592
下焦瘀滞证,z593
津气亏虚证,z594
热毒壅盛证,z595
"气虚血滞,络脉瘀阻证",z596
"正虚邪恋,阴虚肺热证",z597
湿热毒蕴证,z598
湿毒中阻证,z599
"肝肾亏虚,髓枯筋痿证",z600
"正虚邪恋,内风扰动证",z601
阳明腑实证,z602
肝血瘀证,z603
"气阴两虚,邪毒内蕴证",z604
阴虚火动证,z605
痰气互结证,z606
风邪犯肺证,z607
肠道津亏证,z608
脾肾虚弱证,z609
